6516.228 6516.765 0.899 6516.505
6517.419 6517.839 0.961 6517.633
6518.096 6518.609 0.892 6518.366
6518.726 6519.053 0.964 6518.881
6519.613 6519.963 0.964 6519.812
6521.014 6521.504 0.958 6521.273
6868.713 6882.348 0.090 6874.286
6885.302 6886.136 0.332 6885.721
6887.173 6889.157 0.276 6888.182
6890.306 6892.290 0.229 6891.329
6893.755 6895.693 0.208 6894.750
6897.497 6899.345 0.207 6898.348
6901.318 6903.309 0.360 6902.344
6905.611 6907.407 0.404 6906.469
6910.021 6911.817 0.448 6910.895
6914.705 6916.344 0.546 6915.603
6919.662 6921.340 0.607 6920.542
6924.814 6926.414 0.693 6925.638
6930.278 6931.956 0.796 6931.130
6935.196 6937.538 0.866 6936.475
6939.351 6940.335 0.941 6939.784
6941.302 6944.528 0.913 6942.818
6945.350 6946.076 0.915 6945.713
6948.269 6948.672 0.965 6948.470
6949.091 6949.833 0.874 6949.435
6950.656 6951.301 0.937 6950.937
6952.430 6953.316 0.963 6952.854
6955.221 6956.016 0.959 6955.603
6958.017 6958.689 0.871 6958.351
6961.088 6961.730 0.928 6961.377
6962.921 6963.487 0.889 6963.173
6966.176 6966.649 0.968 6966.440
6979.103 6979.573 0.963 6979.376
6983.100 6983.688 0.966 6983.392
6988.242 6988.672 0.941 6988.491
6990.638 6991.149 0.930 6990.909
6992.034 6993.151 0.957 6992.508
6995.132 6996.290 0.957 6995.687
7000.459 7001.317 0.924 7000.864
7006.464 7007.434 0.952 7006.850
7011.497 7012.026 0.947 7011.750
7012.797 7013.616 0.918 7013.176
7016.988 7019.590 0.817 7018.262
7020.987 7021.565 0.958 7021.279
7022.240 7023.059 0.970 7022.667
7024.167 7024.600 0.954 7024.430
7025.117 7025.763 0.949 7025.421
7028.069 7030.141 0.841 7029.180
7041.482 7041.993 0.950 7041.724
7149.423 7149.796 0.929 7149.616
7152.383 7153.354 0.944 7152.901
7158.179 7158.652 0.940 7158.398
7160.492 7161.512 0.945 7160.976
7163.801 7164.273 0.951 7164.017
7165.642 7166.562 0.945 7166.181
7169.609 7170.179 0.873 7169.866
7171.722 7172.975 0.927 7172.375
7174.420 7176.361 0.893 7175.345
7177.754 7178.345 0.934 7178.055
7178.788 7179.822 0.834 7179.338
7183.175 7183.930 0.754 7183.551
7186.046 7186.933 0.590 7186.487
7187.840 7188.557 0.778 7188.248
7188.747 7189.633 0.667 7189.273
7193.123 7194.683 0.608 7193.644
7195.237 7195.975 0.792 7195.621
7196.766 7197.209 0.905 7197.003
7197.567 7198.032 0.958 7197.770
7199.005 7200.668 0.835 7199.926
7202.164 7203.644 0.631 7202.881
7205.605 7206.586 0.656 7206.218
7208.066 7208.714 0.590 7208.389
7211.246 7211.816 0.884 7211.502
7212.987 7213.419 0.948 7213.180
7218.273 7218.722 0.883 7218.494
7225.305 7225.970 0.816 7225.596
7229.179 7229.728 0.877 7229.469
7233.967 7235.197 0.662 7234.745
7236.161 7237.042 0.602 7236.658
7237.907 7238.373 0.819 7238.118
7241.598 7242.013 0.938 7241.819
7242.246 7243.144 0.716 7242.698
7245.221 7245.986 0.672 7245.620
7247.383 7247.948 0.850 7247.649
7248.912 7249.461 0.924 7249.189
7250.674 7251.073 0.939 7250.900
7251.938 7252.437 0.922 7252.192
7253.949 7255.961 0.700 7254.937
7258.853 7260.150 0.877 7259.612
7262.511 7262.893 0.946 7262.701
7263.841 7264.173 0.935 7264.000
7264.755 7265.171 0.930 7264.957
7266.199 7266.793 0.887 7266.536
7267.229 7267.961 0.717 7267.576
7271.486 7272.437 0.955 7271.928
7274.615 7275.308 0.731 7274.965
7277.091 7277.656 0.795 7277.396
7278.138 7280.333 0.709 7279.222
7289.109 7290.317 0.843 7289.634
7292.080 7293.327 0.777 7292.535
7293.941 7295.604 0.937 7294.646
7296.753 7297.268 0.937 7297.000
7301.386 7302.099 0.943 7301.793
7304.970 7306.475 0.843 7305.758
7310.475 7311.743 0.887 7311.250
7314.416 7314.931 0.939 7314.643
7317.268 7317.782 0.937 7317.525
7319.069 7319.465 0.932 7319.293
7319.881 7320.911 0.908 7320.498
7325.782 7326.198 0.961 7325.972
7328.911 7329.564 0.963 7329.242
7332.420 7333.240 0.950 7332.861
7335.544 7335.940 0.936 7335.693
7336.954 7337.918 0.942 7337.416
7595.044 7663.558 0.008 7623.325
7665.901 7668.861 0.140 7667.426
7672.121 7674.370 0.329 7673.234
7678.218 7680.112 0.468 7679.192
7684.433 7686.328 0.608 7685.376
7690.826 7692.721 0.729 7691.800
7697.516 7699.351 0.853 7698.439
7704.500 7706.158 0.926 7705.356
7903.672 7904.213 0.936 7903.928
7910.543 7911.817 0.941 7911.077
7917.530 7918.148 0.969 7917.809
7922.471 7923.243 0.936 7922.842
7926.177 7926.949 0.951 7926.537
7930.423 7931.118 0.938 7930.729
8009.310 8010.209 0.940 8009.736
8014.827 8015.667 0.951 8015.239
8030.419 8031.199 0.950 8030.811
8135.554 8137.604 0.847 8136.539
8142.548 8144.629 0.840 8143.597
8145.670 8146.874 0.933 8146.214
8148.143 8148.761 0.920 8148.445
8149.151 8149.671 0.913 8149.423
8150.094 8152.534 0.848 8151.316
8154.225 8157.380 0.758 8156.123
8159.884 8160.535 0.746 8160.229
8163.332 8164.991 0.689 8164.129
8166.259 8167.723 0.552 8166.807
8170.618 8172.700 0.580 8171.842
8178.685 8181.612 0.522 8179.974
8183.597 8184.507 0.751 8184.077
8185.065 8185.589 0.946 8185.337
8188.178 8189.071 0.738 8188.628
8190.981 8192.152 0.524 8191.509
8194.925 8195.880 0.612 8195.364
8199.454 8200.440 0.551 8199.945
8201.025 8203.337 0.826 8202.396
8211.501 8212.826 0.939 8212.178
8213.935 8214.674 0.869 8214.371
8219.912 8220.774 0.785 8220.359
8223.394 8224.133 0.856 8223.796
8225.797 8226.629 0.812 8226.239
8227.614 8228.169 0.902 8227.925
8228.724 8229.556 0.527 8229.202
8229.740 8231.374 0.492 8230.567
8231.682 8232.298 0.773 8231.998
8233.037 8234.301 0.576 8233.648
8235.688 8237.135 0.714 8236.257
8239.292 8239.939 0.894 8239.583
8241.725 8242.465 0.912 8242.125
8245.114 8246.162 0.678 8245.688
8254.635 8255.221 0.882 8254.964
8258.271 8259.226 0.590 8258.770
8261.506 8262.307 0.813 8261.934
8265.296 8266.065 0.866 8265.682
8273.983 8274.568 0.811 8274.288
8276.140 8276.972 0.607 8276.594
8278.480 8279.264 0.888 8278.885
8281.539 8282.221 0.841 8281.854
8283.788 8284.773 0.703 8284.286
8289.829 8290.663 0.671 8290.229
8291.371 8292.154 0.872 8291.786
8296.136 8297.053 0.751 8296.538
8302.353 8303.000 0.796 8302.661
8306.258 8307.774 0.761 8307.140
8313.814 8314.522 0.912 8314.199
8318.188 8318.794 0.927 8318.479
8320.007 8320.791 0.827 8320.405
8323.216 8324.177 0.798 8323.681
8331.633 8332.239 0.902 8331.948
8340.731 8341.642 0.879 8341.223
8363.378 8365.122 0.928 8364.235
8936.182 8936.962 0.950 8936.543
8948.419 8949.792 0.940 8949.052
8950.729 8951.728 0.938 8951.210
8953.913 8955.036 0.920 8954.462
8956.316 8957.814 0.830 8957.136
8964.338 8966.305 0.835 8965.287
8967.429 8969.271 0.795 8968.238
8973.203 8974.452 0.720 8973.894
8975.014 8975.607 0.952 8975.335
8976.325 8977.854 0.860 8977.082
8978.510 8979.197 0.954 8978.825
8982.475 8984.129 0.609 8983.035
8988.483 8996.162 0.529 8992.189
9002.000 9003.842 0.479 9002.813
9005.549 9006.954 0.731 9006.242
9008.890 9010.669 0.808 9009.871
9011.105 9011.824 0.924 9011.514
9013.759 9014.914 0.659 9014.361
9018.317 9020.159 0.401 9019.105
5204.154 5204.675 1.000 5204.415
5204.172 5204.693 1.000 5204.433
5207.914 5208.435 1.000 5208.175
5208.013 5208.534 1.000 5208.274
5225.309 5225.832 1.000 5225.570
5225.351 5225.874 1.000 5225.612
5239.900 5240.424 1.000 5240.162
5239.985 5240.510 1.000 5240.247
5257.212 5257.738 1.000 5257.475
5257.353 5257.879 1.000 5257.616
5257.941 5258.467 1.000 5258.204
5257.953 5258.479 1.000 5258.216
5257.953 5258.479 1.000 5258.216
5257.970 5258.496 1.000 5258.233
5543.490 5544.045 1.000 5543.767
5543.507 5544.062 1.000 5543.784
5545.833 5546.388 1.000 5546.111
5545.849 5546.404 1.000 5546.127
5546.131 5546.687 1.000 5546.409
5546.147 5546.703 1.000 5546.425
5564.199 5564.756 1.000 5564.478
5564.277 5564.834 1.000 5564.556
5565.248 5565.805 1.000 5565.526
5565.273 5565.830 1.000 5565.551
5570.761 5571.318 1.000 5571.040
5570.851 5571.408 1.000 5571.130
5582.460 5583.019 1.000 5582.740
5582.506 5583.065 1.000 5582.786
5590.375 5590.935 1.000 5590.655
5590.424 5590.984 1.000 5590.704
5599.045 5599.605 1.000 5599.325
5599.073 5599.633 1.000 5599.353
5606.370 5606.931 1.000 5606.650
5606.468 5607.029 1.000 5606.748
5618.436 5618.998 1.000 5618.717
5618.441 5619.003 1.000 5618.722
5625.031 5625.594 1.000 5625.312
5625.190 5625.753 1.000 5625.471
5640.551 5641.115 1.000 5640.833
5640.599 5641.163 1.000 5640.881
5866.779 5867.366 1.000 5867.073
5866.793 5867.380 1.000 5867.087
5867.321 5867.908 1.000 5867.615
5867.323 5867.910 1.000 5867.617
5868.567 5869.154 1.000 5868.860
5868.606 5869.193 1.000 5868.899
5868.865 5869.452 1.000 5869.158
5868.881 5869.468 1.000 5869.174
5869.623 5870.210 1.000 5869.917
5869.644 5870.231 1.000 5869.938
5870.800 5871.388 1.000 5871.094
5870.845 5871.433 1.000 5871.139
5874.059 5874.647 1.000 5874.353
5874.063 5874.651 1.000 5874.357
5888.426 5889.015 1.000 5888.721
5888.506 5889.095 1.000 5888.801
5889.508 5890.098 1.000 5889.803
5889.533 5890.123 1.000 5889.828
5895.761 5896.351 1.000 5896.056
5895.853 5896.443 1.000 5896.148
5908.014 5908.605 1.000 5908.310
5908.066 5908.657 1.000 5908.362
5916.618 5917.210 1.000 5916.914
5916.670 5917.262 1.000 5916.966
5926.050 5926.643 1.000 5926.347
5926.086 5926.679 1.000 5926.383
5934.157 5934.751 1.000 5934.454
5934.261 5934.855 1.000 5934.558
5947.280 5947.875 1.000 5947.577
5947.283 5947.878 1.000 5947.580
5954.687 5955.283 1.000 5954.985
5954.856 5955.452 1.000 5955.154
5971.611 5972.209 1.000 5971.910
5971.654 5972.252 1.000 5971.953
5978.309 5978.908 1.000 5978.609
5978.557 5979.155 1.000 5978.856
5999.076 5999.676 1.000 5999.376
5999.175 5999.775 1.000 5999.475
6005.106 6005.707 1.000 6005.407
6005.440 6006.041 1.000 6005.741
6029.721 6030.324 1.000 6030.022
6029.886 6030.489 1.000 6030.187
6035.152 6035.756 1.000 6035.454
6035.583 6036.187 1.000 6035.885
6068.523 6069.130 1.000 6068.827
6070.060 6070.668 1.000 6070.364
6137.932 6138.547 1.000 6138.239
6137.957 6138.572 1.000 6138.264
6138.158 6138.773 1.000 6138.465
6138.195 6138.810 1.000 6138.502
6140.251 6140.865 1.000 6140.558
6140.255 6140.869 1.000 6140.562
6140.839 6141.453 1.000 6141.146
6140.877 6141.491 1.000 6141.184
6144.761 6145.376 1.000 6145.068
6144.774 6145.389 1.000 6145.081
6145.855 6146.470 1.000 6146.163
6145.884 6146.499 1.000 6146.192
6152.311 6152.927 1.000 6152.619
6152.328 6152.944 1.000 6152.636
6172.020 6172.637 1.000 6172.329
6172.055 6172.672 1.000 6172.364
6177.623 6178.241 1.000 6177.932
6177.750 6178.368 1.000 6178.059
6185.666 6186.285 1.000 6185.975
6185.953 6186.572 1.000 6186.262
6194.314 6194.933 1.000 6194.624
6194.368 6194.988 1.000 6194.678
6204.094 6204.715 1.000 6204.404
6204.158 6204.779 1.000 6204.468
6214.453 6215.075 1.000 6214.764
6214.479 6215.101 1.000 6214.790
6223.120 6223.743 1.000 6223.431
6223.242 6223.865 1.000 6223.553
6235.702 6236.326 1.000 6236.014
6235.710 6236.334 1.000 6236.022
6237.075 6237.699 1.000 6237.387
6237.085 6237.709 1.000 6237.397
6237.355 6237.979 1.000 6237.667
6237.369 6237.993 1.000 6237.681
6237.419 6238.043 1.000 6237.731
6237.436 6238.060 1.000 6237.748
6238.377 6239.002 1.000 6238.689
6238.430 6239.055 1.000 6238.742
6238.807 6239.432 1.000 6239.119
6238.840 6239.465 1.000 6239.152
6241.590 6242.215 1.000 6241.902
6241.633 6242.258 1.000 6241.945
6243.100 6243.725 1.000 6243.413
6243.103 6243.728 1.000 6243.416
6244.961 6245.586 1.000 6245.273
6245.153 6245.778 1.000 6245.465
6249.373 6249.998 1.000 6249.685
6249.463 6250.088 1.000 6249.775
6258.318 6258.944 1.000 6258.631
6258.400 6259.026 1.000 6258.713
6259.367 6259.993 1.000 6259.680
6259.392 6260.018 1.000 6259.705
6263.140 6263.766 1.000 6263.453
6263.211 6263.837 1.000 6263.524
6264.083 6264.710 1.000 6264.396
6264.223 6264.850 1.000 6264.536
6266.587 6267.214 1.000 6266.901
6266.680 6267.308 1.000 6266.994
6269.690 6270.317 1.000 6270.004
6269.960 6270.588 1.000 6270.274
6273.638 6274.266 1.000 6273.952
6273.794 6274.422 1.000 6274.108
6276.907 6277.535 1.000 6277.221
6277.120 6277.748 1.000 6277.434
6279.482 6280.111 1.000 6279.796
6279.543 6280.172 1.000 6279.857
6288.831 6289.461 1.000 6289.146
6288.886 6289.516 1.000 6289.201
6299.306 6299.936 1.000 6299.621
6299.354 6299.984 1.000 6299.669
6308.297 6308.929 1.000 6308.613
6308.410 6309.041 1.000 6308.725
6322.822 6323.454 1.000 6323.138
6322.838 6323.470 1.000 6323.154
6331.180 6331.814 1.000 6331.497
6331.367 6332.000 1.000 6331.683
6349.954 6350.589 1.000 6350.271
6349.985 6350.620 1.000 6350.302
6357.606 6358.242 1.000 6357.924
6357.880 6358.517 1.000 6358.198
6380.712 6381.351 1.000 6381.032
6380.805 6381.444 1.000 6381.125
6387.682 6388.321 1.000 6388.001
6388.057 6388.696 1.000 6388.377
6415.172 6415.814 1.000 6415.493
6415.337 6415.979 1.000 6415.658
6421.509 6422.152 1.000 6421.831
6421.997 6422.640 1.000 6422.319
6453.420 6454.066 1.000 6453.743
6453.669 6454.315 1.000 6453.992
6459.195 6459.842 1.000 6459.519
6459.806 6460.452 1.000 6460.129
6464.968 6465.615 1.000 6465.291
6465.001 6465.648 1.000 6465.324
6465.256 6465.903 1.000 6465.579
6465.273 6465.920 1.000 6465.596
6466.333 6466.980 1.000 6466.657
6466.385 6467.032 1.000 6466.709
6467.291 6467.938 1.000 6467.615
6467.330 6467.977 1.000 6467.654
6467.399 6468.046 1.000 6467.723
6467.434 6468.081 1.000 6467.758
6471.602 6472.250 1.000 6471.926
6471.616 6472.264 1.000 6471.940
6472.424 6473.072 1.000 6472.748
6472.452 6473.100 1.000 6472.776
6479.368 6480.016 1.000 6479.692
6479.385 6480.033 1.000 6479.709
6498.941 6499.592 1.000 6499.266
6499.052 6499.703 1.000 6499.377
6500.181 6500.832 1.000 6500.507
6500.216 6500.867 1.000 6500.542
6506.403 6507.054 1.000 6506.728
6506.532 6507.183 1.000 6506.857
6515.319 6515.971 1.000 6515.645
6515.611 6516.263 1.000 6515.937
6523.872 6524.524 1.000 6524.198
6523.931 6524.583 1.000 6524.257
6534.489 6535.143 1.000 6534.816
6534.555 6535.209 1.000 6534.882
6545.486 6546.141 1.000 6545.814
6545.518 6546.173 1.000 6545.846
6555.035 6555.691 1.000 6555.363
6555.163 6555.819 1.000 6555.491
6570.258 6570.915 1.000 6570.586
6570.272 6570.929 1.000 6570.601
6578.671 6579.329 1.000 6579.000
6578.874 6579.532 1.000 6579.203
6598.100 6598.760 1.000 6598.430
6598.171 6598.831 1.000 6598.501
6605.483 6606.144 1.000 6605.814
6605.773 6606.434 1.000 6606.103
6629.054 6629.717 1.000 6629.385
6629.178 6629.841 1.000 6629.509
6635.538 6636.202 1.000 6635.870
6635.921 6636.585 1.000 6636.253
6635.921 6636.585 1.000 6636.253
6663.170 6663.837 1.000 6663.503
6663.384 6664.051 1.000 6663.718
6668.891 6669.559 1.000 6669.225
6669.376 6670.044 1.000 6669.710
6700.522 6701.193 1.000 6700.858
6700.818 6701.489 1.000 6701.154
6705.602 6706.273 1.000 6705.938
6706.198 6706.870 1.000 6706.534
6745.740 6746.415 1.000 6746.078
6746.457 6747.132 1.000 6746.795
6789.383 6790.062 1.000 6789.722
6790.231 6790.910 1.000 6790.571
6828.988 6829.672 1.000 6829.330
6829.014 6829.698 1.000 6829.356
6830.009 6830.692 1.000 6830.350
6830.016 6830.699 1.000 6830.357
6831.017 6831.700 1.000 6831.359
6831.050 6831.733 1.000 6831.392
6831.079 6831.762 1.000 6831.421
6831.136 6831.819 1.000 6831.478
6831.443 6832.127 1.000 6831.785
6831.487 6832.171 1.000 6831.829
6834.165 6834.848 1.000 6834.506
6834.192 6834.875 1.000 6834.533
6834.347 6835.030 1.000 6834.689
6834.404 6835.088 1.000 6834.746
6835.543 6836.227 1.000 6835.885
6835.562 6836.246 1.000 6835.904
6835.964 6836.648 1.000 6836.306
6835.991 6836.675 1.000 6836.333
6841.180 6841.865 1.000 6841.522
6841.226 6841.911 1.000 6841.568
6841.556 6842.241 1.000 6841.898
6841.627 6842.312 1.000 6841.969
6843.483 6844.167 1.000 6843.825
6843.499 6844.183 1.000 6843.841
6851.552 6852.238 1.000 6851.895
6851.575 6852.261 1.000 6851.918
6852.269 6852.955 1.000 6852.612
6852.399 6853.084 1.000 6852.741
6864.172 6864.859 1.000 6864.516
6864.288 6864.975 1.000 6864.632
6865.487 6866.174 1.000 6865.831
6865.523 6866.210 1.000 6865.867
6869.845 6870.533 1.000 6870.189
6870.041 6870.729 1.000 6870.385
6872.481 6873.169 1.000 6872.825
6872.612 6873.300 1.000 6872.956
6882.490 6883.179 1.000 6882.834
6882.788 6883.477 1.000 6883.133
6890.811 6891.501 1.000 6891.156
6890.877 6891.567 1.000 6891.222
6895.645 6896.335 1.000 6895.990
6896.185 6896.875 1.000 6896.530
6902.357 6903.048 1.000 6902.703
6902.425 6903.116 1.000 6902.771
6914.164 6914.856 1.000 6914.510
6914.203 6914.895 1.000 6914.549
6924.715 6925.408 1.000 6925.062
6924.850 6925.543 1.000 6925.197
6941.085 6941.780 1.000 6941.432
6941.092 6941.787 1.000 6941.439
6950.505 6951.201 1.000 6950.853
6950.722 6951.418 1.000 6951.070
6971.470 6972.167 1.000 6971.818
6971.537 6972.234 1.000 6971.885
6979.833 6980.532 1.000 6980.183
6980.144 6980.843 1.000 6980.494
7005.369 7006.070 1.000 7005.720
7005.509 7006.210 1.000 7005.860
7012.785 7013.486 1.000 7013.136
7013.201 7013.903 1.000 7013.552
7042.840 7043.545 1.000 7043.193
7043.062 7043.767 1.000 7043.415
7049.437 7050.142 1.000 7049.789
7049.967 7050.672 1.000 7050.320
7083.968 7084.677 1.000 7084.323
7084.281 7084.990 1.000 7084.636
7089.866 7090.575 1.000 7090.220
7090.522 7091.231 1.000 7090.876
7128.856 7129.570 1.000 7129.213
7129.269 7129.983 1.000 7129.626
7134.162 7134.876 1.000 7134.519
7134.955 7135.669 1.000 7135.312
7177.624 7178.342 1.000 7177.983
7178.147 7178.865 1.000 7178.506
7182.428 7183.147 1.000 7182.787
7183.370 7184.089 1.000 7183.729
7230.403 7231.127 1.000 7230.765
7231.048 7231.771 1.000 7231.409
7234.780 7235.504 1.000 7235.142
7234.883 7235.607 1.000 7235.245
7240.404 7241.128 1.000 7240.766
7240.420 7241.144 1.000 7240.782
7241.799 7242.524 1.000 7242.161
7241.827 7242.552 1.000 7242.189
7242.476 7243.201 1.000 7242.838
7242.487 7243.212 1.000 7242.849
7243.011 7243.736 1.000 7243.374
7243.066 7243.791 1.000 7243.429
7243.533 7244.258 1.000 7243.896
7243.602 7244.327 1.000 7243.965
7246.528 7247.253 1.000 7246.891
7246.554 7247.279 1.000 7246.917
7246.717 7247.442 1.000 7247.080
7246.744 7247.469 1.000 7247.107
7248.122 7248.848 1.000 7248.485
7248.175 7248.901 1.000 7248.538
7248.182 7248.908 1.000 7248.545
7248.249 7248.975 1.000 7248.612
7254.758 7255.484 1.000 7255.121
7254.768 7255.494 1.000 7255.131
7256.897 7257.623 1.000 7257.260
7256.948 7257.674 1.000 7257.311
7257.471 7258.198 1.000 7257.834
7257.581 7258.308 1.000 7257.944
7276.689 7277.417 1.000 7277.053
7276.809 7277.537 1.000 7277.173
7278.028 7278.756 1.000 7278.392
7278.064 7278.792 1.000 7278.428
7283.102 7283.831 1.000 7283.466
7283.306 7284.035 1.000 7283.670
7286.015 7286.744 1.000 7286.379
7286.149 7286.878 1.000 7286.513
7287.341 7288.070 1.000 7287.706
7288.117 7288.846 1.000 7288.482
7291.354 7292.083 1.000 7291.719
7292.630 7293.360 1.000 7292.995
7297.431 7298.161 1.000 7297.796
7297.737 7298.467 1.000 7298.102
7305.326 7306.057 1.000 7305.691
7305.400 7306.131 1.000 7305.765
7312.424 7313.156 1.000 7312.790
7312.980 7313.711 1.000 7313.345
7317.896 7318.628 1.000 7318.262
7317.968 7318.700 1.000 7318.334
7330.774 7331.508 1.000 7331.141
7330.825 7331.559 1.000 7331.192
7342.467 7343.202 1.000 7342.834
7342.612 7343.347 1.000 7342.979
7348.600 7349.336 1.000 7348.968
7349.518 7350.253 1.000 7349.885
7352.297 7353.033 1.000 7352.665
7353.761 7354.497 1.000 7354.129
7360.316 7361.052 1.000 7360.684
7360.321 7361.057 1.000 7360.689
7370.909 7371.647 1.000 7371.278
7371.144 7371.882 1.000 7371.513
7393.835 7394.575 1.000 7394.205
7393.894 7394.634 1.000 7394.264
7403.356 7404.097 1.000 7403.727
7403.697 7404.438 1.000 7404.068
7414.361 7415.103 1.000 7414.732
7415.430 7416.172 1.000 7415.801
7417.784 7418.526 1.000 7418.155
7419.448 7420.190 1.000 7419.819
7431.387 7432.130 1.000 7431.758
7431.524 7432.267 1.000 7431.895
7439.919 7440.664 1.000 7440.292
7440.378 7441.123 1.000 7440.751
7462.887 7463.634 1.000 7463.261
7462.952 7463.699 1.000 7463.326
7464.067 7464.814 1.000 7464.440
7464.146 7464.893 1.000 7464.519
7466.512 7467.259 1.000 7466.886
7466.588 7467.335 1.000 7466.962
7468.252 7468.999 1.000 7468.625
7468.335 7469.082 1.000 7468.708
7472.366 7473.113 1.000 7472.739
7472.416 7473.163 1.000 7472.789
7473.043 7473.791 1.000 7473.417
7473.270 7474.018 1.000 7473.644
7475.326 7476.074 1.000 7475.700
7475.398 7476.146 1.000 7475.772
7480.700 7481.449 1.000 7481.075
7481.290 7482.039 1.000 7481.665
7481.933 7482.681 1.000 7482.307
7481.944 7482.692 1.000 7482.318
7485.137 7485.886 1.000 7485.512
7485.187 7485.936 1.000 7485.562
7495.342 7496.092 1.000 7495.717
7495.376 7496.126 1.000 7495.751
7518.906 7519.658 1.000 7519.282
7519.234 7519.986 1.000 7519.610
7524.274 7525.027 1.000 7524.650
7524.435 7525.188 1.000 7524.811
7525.662 7526.415 1.000 7526.039
7525.716 7526.469 1.000 7526.093
7525.806 7526.559 1.000 7526.183
7526.539 7527.293 1.000 7526.916
7532.312 7533.065 1.000 7532.689
7532.508 7533.262 1.000 7532.885
7541.859 7542.614 1.000 7542.236
7542.301 7543.056 1.000 7542.678
7554.431 7555.187 1.000 7554.809
7555.223 7555.979 1.000 7555.601
7559.157 7559.913 1.000 7559.535
7559.233 7559.989 1.000 7559.611
7569.107 7569.864 1.000 7569.485
7569.547 7570.304 1.000 7569.926
7573.405 7574.163 1.000 7573.784
7573.498 7574.256 1.000 7573.877
7575.357 7576.115 1.000 7575.736
7576.248 7577.007 1.000 7576.627
7587.786 7588.545 1.000 7588.166
7587.818 7588.577 1.000 7588.198
7600.068 7600.828 1.000 7600.448
7600.242 7601.002 1.000 7600.622
7619.750 7620.512 1.000 7620.131
7619.783 7620.545 1.000 7620.164
7623.794 7624.557 1.000 7624.175
7624.359 7625.122 1.000 7624.740
7629.489 7630.253 1.000 7629.871
7630.207 7630.971 1.000 7630.589
7630.207 7630.971 1.000 7630.589
7630.477 7631.241 1.000 7630.859
7630.477 7631.241 1.000 7630.859
7630.552 7631.316 1.000 7630.934
7663.901 7664.668 1.000 7664.284
7664.275 7665.042 1.000 7664.658
7683.140 7683.909 1.000 7683.524
7683.842 7684.611 1.000 7684.226
7688.358 7689.127 1.000 7688.743
7689.609 7690.379 1.000 7689.994
7693.545 7694.315 1.000 7693.930
7693.741 7694.511 1.000 7694.126
7701.195 7701.965 1.000 7701.580
7701.681 7702.452 1.000 7702.066
7713.943 7714.715 1.000 7714.329
7713.946 7714.718 1.000 7714.332
7714.342 7715.114 1.000 7714.728
7714.363 7715.135 1.000 7714.749
7716.748 7717.520 1.000 7717.134
7716.823 7717.595 1.000 7717.209
7717.561 7718.334 1.000 7717.948
7717.596 7718.369 1.000 7717.983
7718.612 7719.384 1.000 7718.998
7718.630 7719.402 1.000 7719.016
7718.653 7719.425 1.000 7719.039
7718.702 7719.474 1.000 7719.088
7719.766 7720.538 1.000 7720.152
7719.810 7720.582 1.000 7720.196
7725.264 7726.037 1.000 7725.651
7725.350 7726.123 1.000 7725.737
7725.364 7726.137 1.000 7725.751
7725.454 7726.227 1.000 7725.841
7727.780 7728.553 1.000 7728.166
7727.781 7728.554 1.000 7728.167
7735.514 7736.288 1.000 7735.901
7735.804 7736.579 1.000 7736.191
7736.655 7737.429 1.000 7737.042
7736.720 7737.494 1.000 7737.107
7737.489 7738.263 1.000 7737.876
7737.652 7738.426 1.000 7738.039
7751.109 7751.884 1.000 7751.497
7751.231 7752.006 1.000 7751.619
